tt0135707,Blake Heron,A Martinez,Russell Means,Wes Studi,Devon Gummersall,Karen Allen,Patricia Van Ingen,Tim Griffin,Alanzo Coby,Tom Shell
tt0138353,Chris Penn,Jeffrey Wright,Anthony DeSando,Sherilyn Fenn,Henry Czerny,Gregory Jbara,Titus Welliver,Yorgo Constantine,Richard Edson,Kevin Jackson
tt0138927,Whitman Mayo,April Grace,Burt Reynolds,Cordereau Dye,Brandon Crawford,Ja'net DuBois,Orlando Jones,Anthony Lee,Lou Criscuolo,Al Wiggins
tt0138946,Mark Wahlberg,Joaquin Phoenix,Charlize Theron,James Caan,Ellen Burstyn,Faye Dunaway,Steve Lawrence,Andy Davoli,Tony Musante,Victor Argo
tt0138818,Kim Hunter,Timothy Bottoms,Kim Greist,Katie Hagan,Hayden Tank,Jean Speegle Howard,Dawn Joyal,Chad Stanley,Kenneth Hedden,Lara Green
tt0139500,Vanda Duarte,Lena Duarte,Zita Duarte,Manuel Gomes Miranda,Diogo Pires Miranda,Evangelina Nelas,Miquelina Barros,António Semedo Moreno,Paulo Nunes,Paulo Jorge Gonçalves
tt0141399,Bette Midler,Nathan Lane,Stockard Channing,David Hyde Pierce,John Cleese,John Larroquette,Amanda Peet,Terrence Labrosse,Jeffrey Ross,Christopher McDonald
tt0143344,Sophia Adella Luke,Eduardo Yáñez,Tony Plana,Paul Winfield,William McNamara,Maria Conchita Alonso,Gina La Piana,Fredia Gibbs,Tony Burton,Brittany Parkyn
tt0144142,Heather Graham,Casey Affleck,Luke Wilson,Goran Visnjic,Patricia Velasquez,Alfonso Arau,Mark Ruffalo,Kim Dickens,Clea DuVall,Summer Phoenix
tt0144084,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,Chloë Sevigny,Reese Witherspoon,Samantha Mathis,Matt Ross,Jared Leto,Willem Dafoe
tt0146309,Kevin Costner,Bruce Greenwood,Shawn Driscoll,Drake Cook,Lucinda Jenney,Caitlin Wachs,Jon Foster,Matthew Dunn,Kevin O'Donnell,Janet Coleman
tt0146882,John Cusack,Iben Hjejle,Todd Louiso,Jack Black,Lisa Bonet,Catherine Zeta-Jones,Joan Cusack,Tim Robbins,Chris Rehmann,Ben Carr
tt0146984,Will Smith,Matt Damon,Charlize Theron,Bruce McGill,Joel Gretsch,J. Michael Moncrief,Peter Gerety,Lane Smith,Michael O'Neill,Thomas Jay Ryan
tt0148421,Armand Assante,Diane Venora,Joe Grifasi,Tom Mason,Tony Denison,Johnny Williams,Edoardo Ballerini,Christy Carlson Romano,David Vadim,Monica Trombetta
tt0149624,Matt Damon,Penélope Cruz,Henry Thomas,Angelina Torres,J.D. Young,Laura Poe,Sam Shepard,Robert Patrick,Lucas Black,Yvette Diaz
tt0149367,Paul Newman,Linda Fiorentino,Dermot Mulroney,Susan Barnes,Anne Pitoniak,Bruce MacVittie,Irma St. Paule,Michel Perron,Dorothy Gordon,Rita Tuckett
tt0151150,Shah Rukh Khan,Aishwarya Rai Bachchan,Chandrachur Singh,Sharad S. Kapoor,Priya Gill,Sharat Saxena,Vivek Vaswani,Anjan Srivastav,Kumar Bharadwaj,Suhas Joshi
tt0153012,Michael Madsen,L.P. Brown III,Charles Napier,Brion James,Martin Kove,Roxana Zal,Stoney Jackson,Todd Bridges,Marc August,Charles Arthur Berg
tt0153100,Linden Ashby,Leslie Bega,Larry Drake,Melvin Van Peebles,Shari Albert,Allison Dunbar,Katherine Kine',Blake Lindsley,Arlene Nicole Rodriguez,Jeff Sanders
tt0153464,Kristin Scott Thomas,Sean Penn,Anne Bancroft,James Fox,Jeremy Davies,Derek Jacobi,Massimo Ghini,Dudley Sutton,Lorenza Indovina,Roger Hammond
tt0155723,Henry Thomas,David Strathairn,Cara Seymour,Danny Nelson,Jayne Morgan,Allison Glenn,Jerry Foster,Elijah Perry,Emilie Jacobs,Hannah Grady
tt0156020,Vincent Kartheiser,Chad Christ,Sabine Singh,Richard M. Stuart,Patrick Renna,Emmanuelle Chriqui,Birkett Turton,Joshua Dov,Charlene Fernetz,Stephen Morgan
tt0155754,Pat Morita,Trevor Morgan,Pam Dawber,Haley Joel Osment,Mark Harmon,Yuji Okumoto,Richard Taylor Olson,Yuki Tokuhiro,Diana Tanaka,Paul Dooley
tt0155150,Michael Ensign,Johnny Green,Gladise Jiminez,Amy Lindsay,Kira Reed Lorsch,Anneliza Scott,Bruce Thomas,Mary Woronov,Micah Scott,
tt0157202,William Bumiller,David Bowe,Jocelyn Seagrave,Mo Gallini,Chase MacKenzie Bebak,Debi A. Monahan,Brian Bailey,Rideaux Baldwin,Nate Barlow,Judi Beecher
tt0156841,Madonna,Rupert Everett,Benjamin Bratt,Illeana Douglas,Michael Vartan,Josef Sommer,Malcolm Stumpf,Lynn Redgrave,Neil Patrick Harris,Mark Valley
tt0156942,Douglas Spain,Aimee Graham,Nicholle Tom,Dante Basco,Franco Vega,Shaun Weiss,Lela Lee,Steven Bauer,Efrain Figueroa,Tamara Mello
tt0156812,Frankie Muniz,Kevin Bacon,Diane Lane,Luke Wilson,Mark Beech,Susan Carol Davis,David Pickens,Bradley Coryell,Daylan Honeycutt,Cody Linley
tt0156757,William Ash,Maclean Stewart,Tim Loane,Russell Smith,Joe Rea,Brendan Morrissey,Inge Dorman,Julian Littman,Daniel Caltagirone,Alan McKee
tt0157122,Lena Endre,Erland Josephson,Krister Henriksson,Thomas Hanzon,Michelle Gylemo,Juni Dahr,Philip Zandén,Thérèse Brunnander,Marie Richardson,Stina Ekblad
tt0158033,Ewan McGregor,Susan Lynch,Andrew Scott,Vinnie McCabe,Veronica Duffy,Aedin Moloney,Pauline McLynn,Neilí Conroy,Darragh Kelly,Alan Devine
tt0159371,Jack Bradley,Michele Howard,Shawn Kerwin,Karen Newman,Tony Abruzzo,Jane Walworth,Harry Mitchell,Chip Duford,Stephanie Confer,Jeffrey Goodrich
tt0158871,Nikolaj Coster-Waldau,Anders Valentinus Dam,Anne Seier Hansen,Bjarne Henriksen,Jonas Holm,Pelle Hvenegaard,Albert Jalakas,Julia Jäger,Eero Kaldah,Marika Korolev
tt0160495,Kirsten Dunst,James Caan,Vincent Kartheiser,Luis Guzmán,Robert Miano,Jennifer Gareis,Federico Dordei,Theresa Russell,Nick Paulos,Joseph D. Kucan
tt0160547,Joe Mantegna,Peter Coyote,Mercedes Ruehl,Whoopi Goldberg,Debi Mazar,Paul Hipp,D.B. Woodside,Glenn Shadix,Ajay Naidu,Chaim Jeraffi
tt0160550,Ingeborga Dapkunaite,Tatyana Drubich,Natalya Kolyakanova,Aleksandr Baluev,Viktor Gvozditsky,Stanislav Pavlov,Nikolay Chindyaykin,Igor Zolotovitskiy,Yuriy Stepanov,Mamuka Kikaleishvili
tt0160663,Liesel Matthews,Blake Heron,Adam LaVorgna,Tony Denman,Ed Lauter,Erin Chambers,Michael Dickman,James Chance,Denis Arndt,Philip Haleen
tt0160644,Demi Moore,Eloise Eonnet,Hadrian Dagannaud-Brouard,Chaya Cuénot,Julianne Nicholson,William Fichtner,Sinéad Cusack,Joss Ackland,Peter Riegert,Stellan Skarsgård
tt0160289,Olivia Williams,Balthazar Getty,Arly Jover,Jason Cairns,Ruben Moreno,Daniel London,Stacy Edwards,Steve Jones,George Lazenby,John Taylor
tt0159784,Skeet Ulrich,Russell Wong,Angela Featherstone,Donal Logue,Christopher McDonald,Master P,Tom Berenger,Jeremy Sisto,Amanda Peet,Ethan Suplee
tt0161216,Vincent D'Onofrio,Janeane Garofalo,Jeanne Tripplehorn,Kevin Pollak,Donal Logue,Kevin Corrigan,Alan Van Sprang,Troy Garity,Ingrid Veninger,Stephen Marshall
tt0160759,Alexandre Pinto,Joana Costa,Joel Rodrigues,Mário Rodrigues,Cleia Almeida,Vítor Norte,Margarida Lopes,Hugo Tavares,Glória Ferreira,Paula Santos
tt0160484,,,,,,,,,,
tt0160797,Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,Ben Kingsley,Bruce Greenwood,Anne Archer,Blair Underwood,Philip Baker Hall,Dale Dye,Amidou
tt0160749,Dan Montgomery Jr.,Aleksa Palladino,Karen Black,Peg O'Keef,Glenn Shadix,Jo-Ann Robinson,Walton Goggins,John Mese,,
tt0161003,Dakota Anderson,Thomas Braxton Jr.,Joe Clair,Rel Dowdell,Egypt,Sabela Grimes,Guru,Wood Harris,Anika Hawkins,Johnnie Hobbs Jr.
tt0160616,David Aaron Baker,Mary McCormack,Stockard Channing,Campbell Scott,Michael Harris,Holley Chant,Rick Aiello,Rob Morrow,Ivan H. Migel,Harris Mann
tt0162222,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White,Leonid Citer,David Allen Brooks,Yelena Popovic,Valentina Ananina,Semion Sudarikov,Peter Von Berg
tt0161081,Harrison Ford,Michelle Pfeiffer,Katharine Towne,Miranda Otto,James Remar,Victoria Bidewell,Diana Scarwid,Dennison Samaroo,Jennifer Tung,Eliott Goretsky
tt0162983,Diane Keaton,Meg Ryan,Lisa Kudrow,Walter Matthau,Adam Arkin,Shaun Duke,Ann Bortolotti,Cloris Leachman,Maree Cheatham,Myndy Crist
tt0163125,Michael Laurence,Christa Miller,Stephen Tobolowsky,Brion James,Brad Leland,Jacqueline Kim,Lori Heuring,Bethany Wright,Khary Payton,Lilas Lane
tt0162901,Ernesto Alterio,Natalia Verbeke,José Sancho,Mohamen Mehdi Ouazanni,Elena Ballesteros,Lucía Jiménez,Adolfo Fernández,Zakaria Atifi,Abdelkader Attaoui,Mohamed Bastaoui
tt0164182,Michael Cavalieri,Trisha Melynkov,Harold Cannon,Karin Argoud,Al Sapienza,Maya McLaughlin,Jonathan T. Floyd,Anna Giannotis,Antony Sauvé,Mark Miller-Summer
tt0164212,Morgan Freeman,Gene Hackman,Thomas Jane,Monica Bellucci,Nydia Caro,Miguel Ángel Suárez,Pablo Cunqueiro,Isabel Algaze,Jacqueline Duprey,Luis Caballero
tt0163983,Kim Basinger,Jimmy Smits,Rufus Sewell,Holliston Coleman,Angela Bettis,Christina Ricci,Michael Gaston,Lumi Cavazos,Dimitra Arliss,Eugene Lipinski
tt0163676,Lori Heuring,Susan Ward,Matthew Settle,Nathan Bexton,Tess Harper,Laurie Fortier,Kim Murphy,Jay R. Ferguson,A.J. Buckley,Katharine Towne
tt0163978,Leonardo DiCaprio,Tilda Swinton,Daniel York,Patcharawan Patarakijjanon,Virginie Ledoyen,Guillaume Canet,Robert Carlyle,Somboon Phutaroth,Weeratham 'Norman' Wichairaksakui,Sahajak Boonthanakit
tt0163745,Dante Basco,Eddie Garcia,Jayson Schaal,Brian Card,Mindy Spence,Nicole Hawkyard,Brandon Martinez,Ernie Zarate,Gina Alajar,Emelita Moll
tt0164318,Brian Bloom,Justin Urich,Brad Johnson,Sigal Erez,Tony Perez,Dave Silva,Julia Vera,Jullian Dulce Vida,Roger Velasco,Amit Knust
tt0164545,Esai Morales,James Marshall,Yancy Butler,Renee Allman,Kerry Thornton,Randell Haynes,Jill Galloway,Barry Bell,Todd Sandler,Rhoda Griffis
tt0165642,Timothy Bottoms,Anthony Addabbo,Jacqueline Lovell,Brion James,Vera Sotnikova,Elena Zatolokina,Irina Grigoreva,Anna Dubrovskaya,Elena Leandrus,Anfisa Nejinskaya
tt0166013,Joan Allen,Patrick Bergin,Liam Cunningham,Kevin McNally,Jimmy Smallhorne,Gerard Mannix Flynn,Jason Barry,Pete Postlethwaite,Des McAleer,Owen Roe
tt0165800,Christina Applegate,Justin Lazard,Johnathon Schaech,Moon Unit Zappa,Molly Ringwald,Tiffany Salerno,Leslie Horan,Kate Luyben,James C. Victor,Brad Harrison
tt0167183,Soleil Moon Frye,Wil Wheaton,Catherine Taber,Gary Wolf,Michelle Brookhurst,Crystall Carmen,Julianna McCarthy,Jay Underwood,Jeff Hightower,Lela Lee
tt0168446,Stellan Skarsgård,Lena Headey,Jean Johansson,Charlotte Rampling,Louise Goodall,Jason Hetherington,Kate Lynn Evans,John Killoran,John Harwood,Sara-Marie Maltha
tt0168629,Björk,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey,Cara Seymour,Vladica Kostic,Jean-Marc Barr,Vincent Paterson,Siobhan Fallon Hogan
tt0168509,Thom Hoffman,Inês de Medeiros,Catherine de Seynes,Javier Cruz,Diane Bellego,Hans Meyer,Carlos Andreu,Diego Asensio,Nancy Bragard,Emilio Sánchez-Ortiz
tt0167203,Kim Basinger,Vincent Perez,Liam Aiken,Garrett Strommen,Eva Marie Saint,Daniel Craig,Lance Reddick,Connie Chiume,James Ngobese,Joko Scott
tt0167380,Vladimir Mashkov,Mateusz Damiecki,Vladimir Ilin,Sergey Makovetskiy,Karolina Gruszka,Yury Belyayev,Natalya Egorova,Yuriy Kuznetsov,Olga Antonova,Juozas Budraitis
tt0169324,Megan Ward,Kristin Minter,Linden Ashby,John Ratzenberger,David Dukes,Hedy Burress,Ian Barford,Sarah Kaite Coughlan,Dirty Denny,Brent Musburger
tt0168612,Sean Blakemore,Gilbert Glenn Brown,Robert David Cochrane,Arlen Escarpeta,Sticky Fingaz,Alexandria Hee,Cory Hodges,Marci T. House,Trae Ireland,William L. Johnson
tt0169122,Ivan Baccarat,Amy Lindsay,Pravesh Kumar,Gigi St. Blaque,Rajeshwari Sachdev,Nassar,Dhritiman Chatterjee,Kim Sill,Chris Thomas,Rajiv Chandrasekhar
tt0168856,Nis Bank-Mikkelsen,Søren Sætter-Lassen,Morten Kerrn Nielsen,Sebastian Jessen,Pil Neja,Louise Fribo,Ulf Pilgaard,Dick Kaysø,Paprika Steen,Ghita Nørby
tt0168504,Scott Wiper,Jack Conley,Carmen Argenziano,Richard Haje,Mo Gallini,Rolando Molina,Kirk McKinney,Jefferson Moore,Wayne Duvall,Mirjana Jokovic
tt0168631,Jean-Hugues Anglade,Keith David,Kent Allen,Connie Nielsen,Mia Kirshner,Frank Langella,Charles Knecht,Trae Thomas,Joseph Culp,James Quill
tt0171433,Ben Stiller,Edward Norton,Jenna Elfman,Anne Bancroft,Eli Wallach,Ron Rifkin,Milos Forman,Holland Taylor,Lisa Edelstein,Rena Sofer
tt0171359,Ethan Hawke,Kyle MacLachlan,Diane Venora,Sam Shepard,Bill Murray,Liev Schreiber,Julia Stiles,Karl Geary,Paula Malcomson,Steve Zahn
tt0170452,Kathleen Turner,Danny Aiello,Cathy Moriarty,Frankie Nasso,Harvey Keitel,Luna Lauren Velez,Jerry Orbach,Mtume Gant,Tina Holmes,Carmen Moreno
tt0170691,Colin Farrell,Matthew Davis,Clifton Collins Jr.,Tom Guiry,Shea Whigham,Russell Richardson,Nick Searcy,Afemo Omilami,James MacDonald,Keith Ewell
tt0172495,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris,Derek Jacobi,Djimon Hounsou,David Schofield,John Shrapnel,Tomas Arana
tt0171580,Renée Zellweger,Morgan Freeman,Chris Rock,Greg Kinnear,Aaron Eckhart,Tia Texada,Crispin Glover,Pruitt Taylor Vince,Allison Janney,Kathleen Wilhoite
tt0172699,Kyra Sedgwick,Rob Morrow,Lela Rochon,Mary Tyler Moore,Kurt Deutsch,Carole Shelley,James Naughton,Bob Dishy,Patricia Kalember,Robert Klein
tt0172632,Ian Holm,Stanley Tucci,Hope Davis,Sarah Hyland,Hallee Hirsh,Celia Weston,Patrick Tovatt,Susan Sarandon,Patricia Clarkson,John Tormey
tt0173999,Nastassja Kinski,Robert Forster,Cody Morgan,Jason Cairns,Will Cochran,Eugene Clark,Jennifer Overton,Bruce Godfree,Ron Hartmann,Marcia Bennett
tt0174027,Vanessa Redgrave,Gérard Depardieu,Sergio Rubini,Barbora Bobulova,Karim Benhadj,Selene Maltauro,Tiziano Cerrocchi,Franco Nero,Michele Melega,Adriano Corona
tt0174480,Richard Gere,Winona Ryder,Anthony LaPaglia,Elaine Stritch,Vera Farmiga,Sherry Stringfield,Jill Hennessy,J.K. Simmons,Sam Trammell,Mary Beth Hurt
tt0174646,Eva Herzigova,Patrick O'Neal,Grainger Hines,Phyllis Newman,Mimi Lazo,John Popper,Bob Ader,Tony Devon,Valerie Bittner,Peggy Cafferty
tt0176578,Frederick Bailey,Shanon Blakely,Betty A. Bridges,Brooke Marie Bridges,Dori Bridges,Jimmy Bridges,Penny Bae Bridges,Spencir Bridges,Todd Bridges,Verda Bridges
tt0176783,James Marsden,Lena Headey,Norman Reedus,Kate Hudson,Eric Bogosian,Edward James Olmos,Joshua Jackson,Sharon Lawrence,Marisa Coughlan,Kwok-Wing Leung
tt0177195,Kylie Minogue,Ben Mendelsohn,Simon Lyndon,David Field,Paula Arundell,Joel Edgerton,Nathalie Roy,Nathan Page,Justin Rosniak,Mathew Wilkinson
tt0177971,George Clooney,Mark Wahlberg,John C. Reilly,Diane Lane,William Fichtner,John Hawkes,Allen Payne,Mary Elizabeth Mastrantonio,Karen Allen,Cherry Jones
tt0177888,Cliff Gorman,John Leguizamo,Rosie Perez,Julie Carmen,Michael Rapaport,Marisa Tomei,Justin Pierce,Annabella Sciorra,Judy Reyes,Richie Perez
tt0179137,María Cánepa,Julio Jung,Myriam Palacios,Gabriela Medina,Adela Secall,Boris Quercia,Pablo Krögh,Luis Dubó,César López,Paulo Meza
tt0177068,Eamonn Walker,Laurence Fishburne,Gregory Hines,Michael Paul Chan,Dominic Chianese Jr.,Tiger Hu Chen,Paul Calderon,Andres Titus,Titus Welliver,Harsh Nayyar
tt0178050,Simon Baker,Anna Friel,Nick Stahl,Rory Cochrane,Adam Goldberg,Tommy Flanagan,Darren E. Burrows,John Randolph,Stephanie Romanov,Jared Leto
tt0179473,Billy Bob Thornton,Luke Askew,Dwight Yoakam,Vince Vaughn,Bridget Fonda,Peter Fonda,Paul Reubens,Bud Cort,Michael Jeter,Bo Hopkins
tt0179861,Sean Astin,Bruce Campbell,Stacy Keach,Suzanne Turner,John James,Mark 'Woody' Keppel,Paul Schnabel,Rick Kincaid,Rusty De Wees,Steve Mellor
tt0179443,Joseph Fiennes,Rhys Ifans,Tara Fitzgerald,Sadie Frost,Steven Berkoff,Keith Allen,Dani Behr,Andrew Howard,Nick Moran,Olegar Fedoro
tt0180093,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon
tt0180073,Geoffrey Rush,Kate Winslet,Joaquin Phoenix,Michael Caine,Billie Whitelaw,Patrick Malahide,Amelia Warner,Jane Menelaus,Stephen Moyer,Tony Pritchard
tt0179653,Rick Stear,Ed Setrakian,Joseph D'Onofrio,Paige Turco,Geraldine LiBrandi,Steven J. Christopher,Yanni Sfinias,Elsa Tsartsidou,Gregory Sims,Stelio Savante
tt0181311,John Lynch,Ian Bannen,Jerome Flynn,Ian Hart,Patsy Kensit,Cal MacAninch,Linus Roache,Adrian Lester,David Hayman,James Ellis
tt0181819,Camilla Lundén,Göran Stangertz,Lena Endre,Pernilla August,Sven Lindberg,Mona Malm,Sven-Bertil Taube,Jakob Eklund,Börje Ahlstedt,Lena Viredius
tt0180837,Amy Irving,Antônio Fagundes,Alexandre Borges,Débora Bloch,Drica Moraes,Giovanna Antonelli,Rogério Cardoso,Serjão Loroza,Flávio São Thiago,Alberto de Mendoza
tt0181865,Michael Douglas,Benicio Del Toro,Catherine Zeta-Jones,Jacob Vargas,Andrew Chavez,Michael Saucedo,Tomas Milian,J.R. Yenque,Emilio Rivera,Michael O'Neill
tt0181945,Marc Grapey,Rebecca Harrell Tickell,Tyne Daly,Frederic Forrest,Andreas Katsulas,Robert Breuler,Tristan Rogers,Irma St. Paule,Marshall Efron,Jeff Puckett
tt0183056,Summer Phoenix,Ian Holm,Fabrice Desplechin,Akbar Kurtha,Frances Barber,László Szabó,Hilary Sesta,Claudia Solti,Berna Raif,Paul Regan
tt0183280,James Coburn,Costas Mandylor,Finola Hughes,Alex Hyde-White,Larry Poindexter,Sonia Satra,Chick Vennera,David Kaufman,Blake Clark,Robert Bauer
tt0183639,Craig Sheffer,Patsy Kensit,Richard Chamberlain,Daniel Riordan,Dwight Ewell,Bianca Lawson,Margaret Freeman,Michael Raynor,Scott Simpson,William Flaman
tt0183659,Ed Harris,Marcia Gay Harden,Robert Knott,Molly Regan,Sada Thompson,Eulala Scheel,Matthew Sussman,Bud Cort,Amy Madigan,Everett Quinton
tt0180683,Ernie Hudson,Robin Givens,Debbie Allen,Lou Rawls,Stephen Furst,Willis Burks II,Phyllis Diller,Lou Myers,Fred Norris,Doug E. Doug
tt0181536,Sean Connery,Rob Brown,F. Murray Abraham,Anna Paquin,Busta Rhymes,April Grace,Michael Pitt,Michael Nouri,Richard Easton,Glenn Fitzgerald
tt0183550,Sinéad Cusack,Sam Neill,Matthew Newton,Rose Byrne,Sacha Horler,Celia Ireland,Lynette Curran,Melissa Jaffer,Joan Lord,Nic Bishop
tt0183423,Glenn Plummer,Terrence Howard,Clyde Risley Jones,Charles R. Penland,Kristen Andreotti,Shay Best,Tricia Cruz,Kimeyo Daniels,Somalia Goldsby,Jay A. King
tt0182508,Dan Futterman,Scott Denny,Paige Turco,Sam Ball,Lothaire Bluteau,Alan Cumming,Josh Hamilton,Matt Keeslar,James Simon,Megan Dodds
tt0181875,Billy Crudup,Patrick Fugit,Kate Hudson,Frances McDormand,Jason Lee,Zooey Deschanel,Michael Angarano,Anna Paquin,Fairuza Balk,Noah Taylor
tt0181984,Giovanni Ribisi,Vin Diesel,Nia Long,Nicky Katt,Scott Caan,Ron Rifkin,Jamie Kennedy,Taylor Nichols,Bill Sage,Tom Everett Scott
tt0183808,Vincent D'Onofrio,Matthew Lillard,Valeria Golino,Mark Boone Junior,Tamara Mello,Michael Shamus Wiles,J.W. Smith,Ed O'Ross,George Griffith,Dennis Keiffer
tt0184056,Rémi Lange,David P.,Antoine Parlebas,Jacques Lange,Emilie Cordelier,Grégory Alexandre,Thérèse Lange,Valérie Goupil,Françoise Lange,Matthieu Doze
tt0183946,Thomas Schmauser,Ben Gazzara,Michael Fitzgerald,Emma Catherwood,Edward Jewesbury,Sally Dexter,Janine Eser,Jolyon Baker,Craig Kelly,Claire Lewis
tt0184858,Ben Affleck,Gary Sinise,Charlize Theron,James Frain,Dana Stubblefield,Mark Acheson,Tom Heaton,Isaac Hayes,Michael Sunczyk,Douglas Arthurs
tt0185542,Andrew Lee Potts,Bobby Barry,Marianne Jean-Baptiste,Anastasia Hille,Jacqueline Bisset,Michael Kitchen,Sue Johnston,Ralph Brown,Gregg Prentice,Zoe Thorne
tt0185215,Olivier Martinez,Claude Brasseur,Sergi López,Maribel Verdú,Olivier Gourmet,Alain Jarrige,Antón Carro,Sidi Mohamed Mebarek,Rui Luís,José Miguel Arroyo
tt0186221,Susan Estes,Paul Goodman,Shannon Jones,Scott Ramirez,Randall Bruss,Iris Karina,,,,
tt0186183,Bill Pullman,Devon Sawa,Gabrielle Anwar,Angela Featherstone,Joanne Whalley,Darcy Belsher,Jaimz Woolvett,Ken Tremblett,Gillian Barber,Duncan Fraser
